shot_id,shot_made_flag
1,0.3734529190621747
8,0.34838423070196006
17,0.5423324188967262
20,0.6484522172314126
33,0.3456745166735649
34,0.4191711716554687
35,0.43831904345123923
36,0.36950337804681843
37,0.6575402891799144
38,0.32826341752866683
45,0.33446717583351726
50,0.35015990273479825
55,0.27130004358796767
60,0.2389551640852628
66,0.3316146696670252
67,0.27022478297452035
71,0.3910192220192424
80,0.301289701611336
85,0.29141575280787646
86,0.7014834529865323
95,0.6481147681899556
104,0.3801607250765585
113,0.3927862041041408
123,0.3267120405065054
126,0.8276159308516995
133,0.6690229536547329
141,0.2813423619531601
144,0.4952868636762339
150,0.6520143085412886
152,0.41469619643373573
153,0.6520143085412886
156,0.40853659154217825
159,0.8700722271048205
165,0.7712224910955842
172,0.4191711716554687
182,0.9626995877284383
192,0.3757452275677893
193,0.6526906586930401
196,0.38850571788464205
202,0.32815334206580304
210,0.23808668450764148
211,0.38225344148620366
228,0.942310939849303
257,0.4241487352561398
260,0.4241487352561398
264,0.4136221624246722
267,0.865948059641798
279,0.9331432902876564
282,0.4264507386487823
293,0.34738717803010916
299,0.8080726058299045
300,0.6960444709457593
301,0.6651788998660506
317,0.33765307706419273
327,0.38703607956883196
328,0.3048715998146879
335,0.46683180485518416
346,0.6519051503257955
348,0.29620072849543977
365,0.4136941401511909
390,0.6512352608889304
391,0.6512352608889304
392,0.709454742613097
397,0.3674632212795381
418,0.39412190232081823
428,0.12858427892003513
434,0.6864370964286489
439,0.4663170984074506
440,0.40047010873280203
456,0.4073526487118322
459,0.2791978335326436
472,0.41730796410450566
480,0.33399256126674254
491,0.3583619017809765
497,0.41171457355581426
509,0.39947524153103814
511,0.3976217389399161
523,0.3228434461673616
533,0.3910192220192424
544,0.4664855186524366
546,0.4332830731329278
555,0.6512352608889304
558,0.40303090278536113
560,0.34773117750305127
573,0.3074137622418923
591,0.4173849552487467
596,0.41248813964472225
597,0.38615086179655356
601,0.7924435666110714
605,0.42464986096321533
617,0.3567866795814067
628,0.38341954268751854
634,0.3352823442145188
646,0.2766123284835699
649,0.3896929215177472
651,0.6512352608889304
654,0.772127117956622
656,0.46683180485518416
657,0.4194908794403798
669,0.3750760148546596
670,0.8626314621881626
693,0.832571468581657
694,0.3604698940025697
699,0.4188959965812493
711,0.37480522225956103
718,0.3344298775072836
722,0.36767278687391514
723,0.295732428605815
725,0.8256685782998212
734,0.33703620594875
735,0.4102208650304759
737,0.7409878559367244
746,0.31844691229785216
747,0.7194803930910287
766,0.29438210086367506
767,0.3208219312771243
771,0.2881569133637786
773,0.29740984229051826
774,0.40101177357559237
783,0.2787541867065176
784,0.38924467759206216
789,0.2943493738117945
792,0.4395140888227949
804,0.3723999629670631
809,0.32061402583761
812,0.24932989664737454
813,0.404844004956233
817,0.392450470271466
820,0.3220115267467567
825,0.3771402745246255
826,0.37920401552858796
829,0.35536948226878046
855,0.4051661174495757
859,0.6867563370488067
862,0.43044786268533847
870,0.38142685028492374
876,0.33664880909378914
880,0.39525808425300396
886,0.9636175445615149
889,0.8620017341591871
891,0.4019028239227029
897,0.9450802313650427
902,0.3910770345762094
903,0.32887443493094837
908,0.40726885908427357
909,0.38974969310261354
920,0.3248170027791036
922,0.4155816308942653
924,0.685222318874166
932,0.37565878359060356
934,0.3497358359585328
937,0.36714498852297406
941,0.31281595782297167
943,0.3132533686279091
950,0.3883977975868137
952,0.3229335783788174
954,0.9556885494046022
963,0.38238364808752673
975,0.3646463765372076
979,0.37521651141435614
981,0.3997022354896096
983,0.09080458947704725
985,0.5236886948664436
989,0.45763160231565175
995,0.4149592090911379
998,0.4102208650304759
1008,0.3018001167304599
1019,0.6929638434739629
1023,0.4077515920147715
1026,0.3858575705122912
1029,0.591454187982605
1034,0.8585044028488883
1036,0.7823077715670719
1038,0.3546203454956264
1039,0.5915920765307029
1051,0.3193336361803345
1052,0.2610501035897525
1066,0.3515519770877624
1087,0.3101630376774813
1092,0.27266310166131125
1094,0.851051087559418
1098,0.4000160723206281
1099,0.37448888016827636
1102,0.3840972491775811
1118,0.4016969189705519
1131,0.30138116808739784
1133,0.6903660745648403
1135,0.9364540191657241
1138,0.4187409712805092
1139,0.8917193156873563
1142,0.4081862226264109
1151,0.3130278606318971
1152,0.39667004584432136
1155,0.6771093506852162
1165,0.368810930943881
1167,0.9740373944918694
1172,0.3834937101572378
1174,0.7633129242191354
1180,0.4187409712805092
1200,0.40410992338579216
1202,0.37405878387533026
1227,0.5519686532434475
1228,0.6166184823526354
1229,0.3061895374600957
1237,0.4199173868395037
1241,0.4074994514576612
1256,0.27656362231556514
1279,0.3915428042400238
1293,0.232081701806625
1295,0.3336697658938944
1319,0.7052707593279021
1320,0.38683470066542763
1321,0.7892266233589237
1322,0.8132523684314193
1334,0.2624899259453673
1351,0.7142703525411125
1373,0.4396519831940898
1375,0.3405136203100624
1380,0.4178065543840231
1382,0.785996305880903
1385,0.3202847200000975
1399,0.33403455483835354
1403,0.9159006099709341
1428,0.23922919118653413
1434,0.3524404753604154
1444,0.9130732425091723
1448,0.3647040695876761
1466,0.829641469409305
1476,0.34994926631930123
1478,0.3952893112245678
1485,0.38535239345506933
1491,0.6861715620707673
1494,0.608185031157296
1500,0.4180126540512004
1501,0.5903868466401155
1503,0.3932920218016387
1519,0.6604954080844182
1524,0.40127383379043524
1529,0.7217128707148204
1533,0.7062930566447913
1538,0.9627817385547404
1539,0.37225233191279034
1546,0.4041726743949645
1555,0.3663773304765271
1559,0.3773226189076854
1563,0.683839055054734
1565,0.6561058185326083
1574,0.39731185861231033
1591,0.35783126177001795
1594,0.25713088780314486
1605,0.304177169150937
1611,0.3962149817922393
1614,0.3610954827793888
1620,0.40673693100225133
1626,0.2705147974681223
1630,0.39843000102612974
1632,0.3878162218089273
1634,0.3452925150726185
1643,0.34412305796540216
1651,0.39675514464860445
1655,0.35706602573891694
1658,0.2999349714364133
1659,0.3404915133140323
1665,0.4026097176385601
1675,0.3432069926914517
1680,0.77029748538931
1690,0.38914306014973576
1696,0.25457355752850336
1714,0.26214658435458255
1721,0.3588384204695137
1726,0.4145287122697294
1728,0.38602279146232893
1734,0.3933643058095594
1735,0.32203234427537913
1740,0.3324368637053017
1744,0.8296618145014149
1747,0.3521262850887867
1752,0.3195654429191457
1763,0.6561058185326083
1765,0.6561058185326083
1769,0.35882055139055435
1785,0.6841216392595272
1787,0.33826707656385
1788,0.4097234325914841
1793,0.3618066594079852
1800,0.40349166476792564
1825,0.40016200905372773
1826,0.6649758062198486
1834,0.35187782560614694
1843,0.38868943384853083
1844,0.4227868460755704
1848,0.32490818953532613
1849,0.4097234325914841
1860,0.4025277016688394
1863,0.4025277016688394
1875,0.6925737808452875
1883,0.36779202311009307
1890,0.39915621956451663
1892,0.39167201276510927
1893,0.39082303071826535
1897,0.344156235012037
1905,0.393497649233633
1908,0.7613602620336604
1931,0.27299526519825024
1940,0.6800537621360634
1943,0.39049675341379
1947,0.12892419215112422
1965,0.7547128742323767
1967,0.44564455281911713
1968,0.4205841951446918
1972,0.6643110756297517
1982,0.3056586100995179
1985,0.32348126275556516
2005,0.8120584712290886
2010,0.8211858133660402
2021,0.3530401965736513
2024,0.7550426419962928
2036,0.3843933548608623
2043,0.7578667117122683
2047,0.6656666684995116
2049,0.3608961480081129
2055,0.30920378120229336
2065,0.3992146801604662
2066,0.3378891444296544
2070,0.2976502909716594
2077,0.9306201760900269
2085,0.7170443934971263
2095,0.5762390552456337
2097,0.6548884613244071
2108,0.3692398186511744
2112,0.7057194691211542
2113,0.6681890385212019
2122,0.08987911463628995
2139,0.41485683626351255
2144,0.6149474166919419
2146,0.26995103966759504
2148,0.1600421586467496
2149,0.7361943690224508
2157,0.29897335336516917
2159,0.3818392576733204
2168,0.39923221128542197
2176,0.2994804787084795
2178,0.6251818488200943
2181,0.2664425668381449
2187,0.7764277871659361
2188,0.29242251295718924
2190,0.3165012099927749
2194,0.3773083074642179
2197,0.29766576771987385
2214,0.29705142685086
2217,0.13582084663466953
2222,0.40430935241474814
2223,0.3188942409463395
2226,0.32378831685613224
2230,0.7361943690224508
2240,0.34326840335098324
2247,0.36610686945135146
2250,0.32708508439374673
2259,0.6296857116168675
2262,0.3992192657437761
2266,0.4290258397305734
2305,0.33587483063682555
2310,0.2563815395096556
2313,0.3773083074642179
2319,0.8389679559287259
2320,0.7084571035377818
2345,0.2920551356589154
2350,0.6548884613244071
2356,0.4162864389781819
2360,0.7233580593597553
2370,0.43956848752128064
2386,0.38326886228617196
2398,0.449883115295584
2414,0.7521959308525865
2435,0.7493589636052606
2439,0.29717686859262693
2446,0.7431425741458232
2458,0.32017575554613104
2465,0.31256788081213766
2466,0.39662594123967504
2470,0.33598987462026575
2495,0.73402849313295
2501,0.321844201668654
2507,0.3023387139936172
2533,0.12589524729167645
2537,0.40741000946922
2538,0.32162606882051425
2541,0.3165100660679285
2542,0.7493589636052606
2544,0.879085841825295
2554,0.28605190021253524
2555,0.2709485978647405
2565,0.5989118357098804
2575,0.6618066705959172
2586,0.3948096413109232
2588,0.4279686178696035
2594,0.6929090730219901
2617,0.331275935973478
2618,0.2964816998633505
2623,0.9714912379016027
2631,0.38675974844615163
2640,0.2776322181560131
2642,0.73402849313295
2647,0.39892932882947046
2663,0.4232765322255417
2664,0.34770233211188317
2676,0.3907641745857185
2680,0.9478738835121847
2681,0.3914293408251544
2691,0.34254675285353575
2693,0.40402090306220434
2695,0.3589765905519597
2704,0.21462936835136642
2708,0.3348289099217281
2709,0.9327787022950107
2717,0.758994004286777
2722,0.40545335612860284
2728,0.39631025102118866
2732,0.7589145115759878
2743,0.3120160781221345
2752,0.32276481285889846
2757,0.7586699134267595
2761,0.3589765905519597
2769,0.24106834968070212
2771,0.35882087989421185
2774,0.3463735050477084
2776,0.33269132753521946
2781,0.2995823593797147
2793,0.331229519460845
2799,0.36811924754760134
2803,0.2703189771155163
2811,0.32775595314559114
2818,0.3055122940079242
2824,0.4220366309241326
2828,0.7586699134267595
2829,0.41425987260943137
2830,0.40319277228640327
2842,0.7504626355838628
2847,0.6741753353690817
2848,0.30816265375606383
2868,0.34762483609481737
2870,0.2834295950760121
2885,0.18415267140038144
2886,0.37293370874078013
2889,0.5777484571244238
2903,0.3950221600962857
2904,0.7589145115759878
2918,0.8119060236586955
2919,0.3014777839213786
2922,0.4026992449959286
2923,0.33301823663890806
2931,0.2966047164718013
2945,0.3966218894508943
2955,0.39194810991822815
2957,0.6636230103138073
2960,0.7288459832861505
2963,0.2811628798360411
