shot_id,shot_made_flag
1,0.514
8,0.356
17,0.5668598827642948
20,0.5660916028416024
33,0.416
34,0.546
35,0.2099166666666667
36,0.24925000000000003
37,0.5235555555555557
38,0.268
45,0.16629999999999998
50,0.2
55,0.206
60,0.2
66,0.348
67,0.08
71,0.292
80,0.314
85,0.198
86,0.56
95,0.59
104,0.34
113,0.488
123,0.33
126,0.886
133,0.5080738095238094
141,0.162
144,0.608
150,0.7932786824286826
152,0.2884666666666667
153,0.7932786824286826
156,0.43653333333333344
159,0.6241666666666666
165,0.6273761904761903
172,0.546
182,1.0
192,0.522
193,0.5083802392052394
196,0.42
202,0.16
210,0.292
211,0.571
228,0.99
257,0.362
260,0.362
264,0.4521
267,0.854
279,0.9946666666666667
282,0.302
293,0.394
299,0.888
300,0.64
301,0.542
317,0.22
327,0.208
328,0.132
335,0.5717913614163609
346,0.428
348,0.256
365,0.4391000000000001
390,0.6636277056277057
391,0.6636277056277057
392,0.69
397,0.448
418,0.4417
428,0.232
434,0.784
439,0.5067658730158731
440,0.462
456,0.44
459,0.246
472,0.414
480,0.4541428571428572
491,0.508
497,0.6
509,0.442
511,0.61
523,0.182
533,0.314
544,0.9899333333333334
546,0.512
555,0.6636277056277057
558,0.472
560,0.312
573,0.304
591,0.324
596,0.324
597,0.64
601,0.788
605,0.404
617,0.22740000000000002
628,0.282
634,0.318
646,0.302
649,0.7013333333333334
651,0.6636277056277057
654,0.7629079365079365
656,0.5717913614163609
657,0.464
669,0.344
670,0.752
693,0.716
694,0.542
699,0.4867666666666667
711,0.354
718,0.608
722,0.282
723,0.22
725,0.8
734,0.356
735,0.05878253968253968
737,0.718
746,0.142
747,0.482
766,0.106
767,0.358
771,0.202
773,0.552
774,0.24
783,0.286
784,0.292
789,0.242
792,0.37
804,0.386
809,0.424
812,0.398
813,0.35
817,0.7003333333333333
820,0.184
825,0.613
826,0.342
829,0.43
855,0.322
859,0.9901333333333334
862,0.276
870,0.352
876,0.378
880,0.524
886,1.0
889,0.88
891,0.5068238095238095
897,0.994
902,0.352
903,0.27
908,0.402
909,0.458
920,0.38
922,0.562
924,0.588
932,0.49
934,0.294
937,0.416
941,0.524
943,0.542
950,0.4664
952,0.172
954,0.9913333333333334
963,0.482
975,0.522
979,0.228
981,0.314
983,0.088
985,0.7065357142857142
989,0.573131818181818
995,0.722
998,0.05878253968253968
1008,0.238
1019,0.6664
1023,0.496
1026,0.564
1029,0.73
1034,0.99
1036,0.75
1038,0.236
1039,0.502
