shot_id,shot_made_flag
1,0.37853184
8,0.29244992
17,0.54191643
20,0.65101564
33,0.36825657
34,0.44887152
35,0.38632846
36,0.38284427
37,0.66961026
38,0.32778797
45,0.34837854
50,0.32594752
55,0.2491222
60,0.27349928
66,0.33491617
67,0.26817116
71,0.42881235
80,0.29110998
85,0.29693612
86,0.5886902
95,0.58285093
104,0.37652004
113,0.41788363
123,0.34661022
126,0.8176944
133,0.6030184
141,0.27432957
144,0.5105127
150,0.66053313
152,0.39803204
153,0.66053313
156,0.4213075
159,0.8765694
165,0.79874265
172,0.44887152
182,0.9370873
192,0.40530786
193,0.6555309
196,0.3965999
202,0.33498865
210,0.2779929
211,0.40786165
228,0.92694455
257,0.450479
260,0.450479
264,0.4048152
267,0.65587926
279,0.9119498
282,0.41074178
293,0.34973058
299,0.8166016
300,0.6185154
301,0.6800458
317,0.3543686
327,0.41162655
328,0.3003027
335,0.44998983
346,0.66777945
348,0.28927198
365,0.40224588
390,0.6660429
391,0.6660429
392,0.6840069
397,0.35811487
418,0.4201964
428,0.24369201
434,0.6122975
439,0.45686844
440,0.3983688
456,0.40929016
459,0.28925753
472,0.44369754
480,0.32020903
491,0.35650226
497,0.40769672
509,0.40298957
511,0.42857045
523,0.23156774
533,0.4221329
544,0.4543135
546,0.36999044
555,0.6660429
558,0.4015732
560,0.36081246
573,0.34421614
591,0.43239373
596,0.34634146
597,0.39934084
601,0.6669366
605,0.4420773
617,0.3400659
628,0.34264106
634,0.35395274
646,0.2767779
649,0.38512048
651,0.6660429
654,0.7947743
656,0.44998983
657,0.43475798
669,0.38736594
670,0.9234366
693,0.6601887
694,0.355804
699,0.39851123
711,0.37021708
718,0.3480146
722,0.36424804
723,0.3466416
725,0.7419722
734,0.35817224
735,0.42503396
737,0.6974134
746,0.3109442
747,0.66359425
766,0.25847346
767,0.31710368
771,0.3153898
773,0.30922672
774,0.38134173
783,0.32341802
784,0.39027092
789,0.3029618
792,0.44053558
804,0.36520264
809,0.35147214
812,0.34054378
813,0.42500752
817,0.3575869
820,0.33376804
825,0.39446384
826,0.39673328
829,0.37908047
855,0.39392653
859,0.6937903
862,0.4442127
870,0.36911246
876,0.35282674
880,0.38756368
886,0.9512108
889,0.8458801
891,0.41267198
897,0.9452089
902,0.37718347
903,0.32822
908,0.4060607
909,0.41545677
920,0.32431075
922,0.43803954
924,0.64783996
932,0.37511685
934,0.33801016
937,0.36358038
941,0.31622595
943,0.3346385
950,0.40028864
952,0.3288049
954,0.9106727
963,0.3753914
975,0.3539184
979,0.37018138
981,0.42060474
983,0.18055417
985,0.49564293
989,0.42744735
995,0.44752494
998,0.42503396
1008,0.28762528
1019,0.71901524
1023,0.42333063
1026,0.3826876
1029,0.5682002
1034,0.8445894
1036,0.67890185
1038,0.35592717
1039,0.56243634
1051,0.33271018
1052,0.29691416
1066,0.32819664
1087,0.29113713
1092,0.27593282
1094,0.83560914
1098,0.41950095
1099,0.3861593
1102,0.3806147
1118,0.4051165
1131,0.2934134
1133,0.70284814
1135,0.9044401
1138,0.44088742
1139,0.82146883
1142,0.40280163
1151,0.31444716
1152,0.41083512
1155,0.5773105
1165,0.36385244
1167,0.9435913
1172,0.3845725
1174,0.7434312
1180,0.44088742
1200,0.39037186
1202,0.35307235
1227,0.590803
1228,0.5524234
1229,0.2962725
1237,0.43321738
1241,0.40415904
1256,0.2622711
1279,0.40234992
1293,0.28464204
1295,0.3210222
1319,0.7195
1320,0.37840953
1321,0.77555984
1322,0.71484053
1334,0.2681203
1351,0.71418554
1373,0.36114103
1375,0.31527415
1380,0.46456024
1382,0.7735242
1385,0.33119658
1399,0.35444838
1403,0.89706606
1428,0.2566801
1434,0.33662558
1444,0.89333797
1448,0.3388675
1466,0.80117005
1476,0.35649136
1478,0.40134206
1485,0.40888843
1491,0.69136965
1494,0.5583123
1500,0.4264676
1501,0.576487
1503,0.40162674
1519,0.6215077
1524,0.39441866
1529,0.7217622
1533,0.72340107
1538,0.9608938
1539,0.42548323
1546,0.40447927
1555,0.37511915
1559,0.3847007
1563,0.5917218
1565,0.68422294
1574,0.40697178
1591,0.36749497
1594,0.26769698
