shot_id,shot_made_flag
1,0.454
8,0.3421
17,0.5645903485403484
20,0.5566648563854446
33,0.42
34,0.602
35,0.19322222222222224
36,0.22422619047619047
37,0.5362428571428572
38,0.248
45,0.16184761904761905
50,0.218
55,0.272
60,0.234
66,0.404
67,0.062
71,0.314
80,0.312
85,0.186
86,0.552
95,0.614
104,0.33
113,0.458
123,0.286
126,0.89
133,0.4996428571428573
141,0.142
144,0.588
150,0.7957426462426469
152,0.29366666666666663
153,0.7957426462426469
156,0.44973333333333343
159,0.6086666666666667
165,0.6061666666666667
172,0.602
182,1.0
192,0.53
193,0.5029828393828395
196,0.384
202,0.148
210,0.304
211,0.562
228,0.988
257,0.346
260,0.346
264,0.46393333333333325
267,0.852
279,1.0
282,0.266
293,0.39
299,0.898
300,0.63
301,0.54
317,0.248
327,0.194
328,0.094
335,0.5656097652347652
346,0.46
348,0.236
365,0.44778095238095234
390,0.6972240981240987
391,0.6972240981240987
392,0.666
397,0.458
418,0.4086666666666667
428,0.224
434,0.786
439,0.5133690476190474
440,0.472
456,0.422
459,0.252
472,0.434
480,0.438
491,0.518
497,0.608
509,0.462
511,0.618
523,0.182
533,0.324
544,0.9935166666666667
546,0.516
555,0.6972240981240987
558,0.408
560,0.304
573,0.326
591,0.324
596,0.306
597,0.654
601,0.836
605,0.4
617,0.256
628,0.306
634,0.306
646,0.294
649,0.7298333333333333
651,0.6972240981240987
654,0.7599238095238096
656,0.5656097652347652
657,0.501
669,0.33
670,0.718
693,0.75
694,0.564
699,0.5206809523809524
711,0.344
718,0.67
722,0.278
723,0.236
725,0.818
734,0.374
735,0.056281313131313127
737,0.654
746,0.172
747,0.52
766,0.124
767,0.374
771,0.176
773,0.582
774,0.206
783,0.292
784,0.315
789,0.212
792,0.37
804,0.436
809,0.374
812,0.4
813,0.394
817,0.73425
820,0.166
825,0.584
826,0.322
829,0.432
855,0.332
859,0.9834880341880341
862,0.248
870,0.356
876,0.412
880,0.488
886,1.0
889,0.876
891,0.5016039682539682
897,1.0
902,0.396
903,0.3
908,0.402
909,0.48
920,0.392
922,0.556
924,0.576
932,0.564
934,0.304
937,0.4114285714285714
941,0.554
943,0.544
950,0.41866666666666663
952,0.178
954,0.9955
963,0.468
975,0.52
979,0.282
981,0.244
983,0.0696
985,0.6800158730158729
989,0.5104269841269842
995,0.716
998,0.056281313131313127
1008,0.2268
1019,0.7161666666666666
1023,0.484
1026,0.534
1029,0.822
1034,0.984
1036,0.774
1038,0.222
1039,0.554
1051,0.6407999999999999
1052,0.29
1066,0.226
1087,0.27
1092,0.328
1094,0.772
1098,0.442
1099,0.389
1102,0.384
1118,0.246
1131,0.314
1133,0.5712627872127873
1135,0.8308309523809524
1138,0.025690476190476187
1139,0.9852000000000001
1142,0.604
1151,0.36133333333333334
1152,0.4545
1155,0.5830714285714285
1165,0.433
1167,0.96
1172,0.4285119047619048
1174,0.858
1180,0.025690476190476187
1200,0.464
1202,0.44
1227,0.37333333333333335
1228,0.5425261904761906
1229,0.324
1237,0.5902124819624817
1241,0.534
1256,0.092
1279,0.37966666666666665
1293,0.023085714285714286
1295,0.392
1319,0.9983333333333334
1320,0.4186666666666667
1321,0.968
1322,0.85
1334,0.21
1351,0.9215666666666665
1373,0.632
1375,0.33
1380,0.4260642857142857
1382,0.884
1385,0.5488
1399,0.25
1403,0.156
1428,0.188
1434,0.572
1444,0.5848
1448,0.206
1466,0.848
1476,0.23
1478,0.57
1485,0.448
1491,0.7531860711184244
1494,0.504
1500,0.4572213342213343
1501,0.72
1503,0.311
1519,0.192
1524,0.438
1529,0.678
1533,0.8208571428571428
1538,1.0
1539,0.572
